Identifier,MergeCode,Country,ISO,Reg,Inc,Source,Calendar year (nearest),Problem 1: Data Not Credible,Problem 2: Cannot Exclude Resource Revenue Tax Categories,Problem 3: Data is of Questionable Analytical Comparability,Problem 4: Cannot Exclude Resource Revenue from Sub-Components of Total Tax Revenue,"Treat with Caution 1: Un-excluded Resource Revenue are Marginal, but Non-Negligible",Treat With Caution 2: Data of somewhat questionable quality,Revenue including social contributions,Revenue excluding social contributions,Revenue excluding Grants (including social contributions),Revenue excluding grants and social contributions,Total Resource Revenue,Total Non-Resource Revenue including social contributions,Taxes including social contributions,Taxes excluding social contributions,Resource taxes,Non-Resource tax including social contributions,Non-resource tax excluding social contributions,Direct taxes including social contributions and resource revenue,"Direct taxes including social contributions, excluding resource revenue","Direct taxes excluding social contributions, including resource revenue",Direct taxes excluding social contributions and resource revenue,"Taxes on income, profits, and capital gains ","Resource Component of Taxes on income, profits, and capital gains","Non-resource component of taxes on income, profits, and capital gains",Individuals ,Corporations and other enterprises ,Resource Component of Corporations and other enterprises,Non-resource component of Corporations and other enterprises,Taxes on payroll and workforce,Taxes on property,Indirect,Resource Component of Indirect,Non-Resource Component of Indirect Tax,"Taxes on goods and services,                Total","Taxes on goods and services, of which Taxes on Sales","Taxes on goods and services, of which Excises","Taxes on international trade and transactions, Total",Taxes on international trade and transactions Of which Import,Taxes on international trade and transactions Of which Export,Other taxes,Consolidated Non-Tax Revenue,Non-Resource Component of Non-Tax,Resources Component of Non-Tax,Social contributions,Grants,.,TotRev,TotTax,TotNonTax,Direct,Income,Indiv,Corp,Indirect,GS,Trade,Prob1,Prob2,Prob3,Prob4,twc1,twc2
TUR2007,1,Turkey,TUR,2,3,OECD Tax Statistics,2007,,,,,,,,,33.18%,27.96%,,,24.08%,18.86%,0.00%,24.08%,18.86%,11.84%,11.84%,6.62%,6.62%,5.72%,0.00%,5.72%,4.09%,1.63%,0.00%,1.63%,0.00%,0.90%,12.24%,0.00%,12.24%,11.18%,5.13%,4.64%,0.29%,0.29%,0.00%,0.76%,9.10%,,,5.22%,,,27.96%,18.86%,9.10%,6.62%,5.72%,4.09%,1.63%,12.24%,11.18%,0.29%,,,,,,
TUR2008,1,Turkey,TUR,2,3,OECD Tax Statistics,2008,,,,,,,,,33.99%,27.92%,,,24.22%,18.16%,0.00%,24.22%,18.16%,12.72%,12.72%,6.66%,6.66%,5.78%,0.00%,5.78%,4.00%,1.78%,0.00%,1.78%,0.00%,0.88%,11.50%,0.00%,11.50%,10.72%,4.92%,4.40%,0.30%,0.30%,0.00%,0.49%,9.77%,,,6.06%,,,27.92%,18.16%,9.77%,6.66%,5.78%,4.00%,1.78%,11.50%,10.72%,0.30%,,,,,,
TUR2009,1,Turkey,TUR,2,3,OECD Tax Statistics,2009,,,,,,,,,36.60%,30.56%,,,24.64%,18.59%,0.00%,24.64%,18.59%,12.87%,12.87%,6.82%,6.82%,5.93%,0.00%,5.93%,4.04%,1.89%,0.00%,1.89%,0.00%,0.89%,11.77%,0.00%,11.77%,10.98%,4.93%,4.58%,0.26%,0.26%,0.00%,0.52%,11.97%,,,6.05%,,,30.56%,18.59%,11.97%,6.82%,5.93%,4.04%,1.89%,11.77%,10.98%,0.26%,,,,,,
TUR2010,1,Turkey,TUR,2,3,OECD Tax Statistics,2010,,,,,,,,,37.33%,30.80%,,,26.20%,19.67%,0.00%,26.20%,19.67%,13.17%,13.17%,6.64%,6.64%,5.58%,0.00%,5.58%,3.68%,1.90%,0.00%,1.90%,0.00%,1.06%,13.03%,0.00%,13.03%,12.19%,5.69%,5.21%,0.30%,0.30%,0.00%,0.54%,11.13%,,,6.52%,,,30.80%,19.67%,11.13%,6.64%,5.58%,3.68%,1.90%,13.03%,12.19%,0.30%,,,,,,
TUR2011,1,Turkey,TUR,2,3,OECD Tax Statistics,2011,,,,,,,,,36.57%,28.81%,,,27.83%,20.07%,0.00%,27.83%,20.07%,14.73%,14.73%,6.97%,6.97%,5.84%,0.00%,5.84%,3.76%,2.08%,0.00%,2.08%,0.00%,1.13%,13.10%,0.00%,13.10%,12.22%,6.06%,4.95%,0.37%,0.37%,0.00%,0.51%,8.74%,,,7.76%,,,28.81%,20.07%,8.74%,6.97%,5.84%,3.76%,2.08%,13.10%,12.22%,0.37%,,,,,,
TUR2012,1,Turkey,TUR,2,3,OECD Tax Statistics,2012,,,,,,,,,,,,,27.64%,20.13%,0.00%,27.64%,20.13%,14.71%,14.71%,7.20%,7.20%,6.04%,0.00%,6.04%,3.99%,2.05%,0.00%,2.05%,0.00%,1.17%,12.93%,0.00%,12.93%,12.07%,5.76%,5.06%,0.37%,0.37%,0.00%,0.48%,,,,7.51%,,,,20.13%,,7.20%,6.04%,3.99%,2.05%,12.93%,12.07%,0.37%,,,,,,
TUR2013,1,Turkey,TUR,2,3,OECD Tax Statistics,2013,,,,,,,,,,,,,29.31%,21.26%,0.00%,29.31%,21.26%,15.33%,15.33%,7.29%,7.29%,5.93%,0.00%,5.93%,4.07%,1.85%,0.00%,1.85%,0.00%,1.36%,13.98%,0.00%,13.98%,13.14%,6.44%,5.46%,0.35%,0.35%,0.00%,0.48%,,,,8.04%,,,,21.26%,,7.29%,5.93%,4.07%,1.85%,13.98%,13.14%,0.35%,,,,,,
TUV1980,0,Tuvalu,TUV,1,3,,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUV1981,0,Tuvalu,TUV,1,3,,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUV1982,0,Tuvalu,TUV,1,3,,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUV1983,0,Tuvalu,TUV,1,3,,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUV1984,0,Tuvalu,TUV,1,3,,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUV1985,0,Tuvalu,TUV,1,3,,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUV1986,0,Tuvalu,TUV,1,3,,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUV1987,0,Tuvalu,TUV,1,3,,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUV1988,0,Tuvalu,TUV,1,3,,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUV1989,0,Tuvalu,TUV,1,3,,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUV1990,0,Tuvalu,TUV,1,3,,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUV1991,0,Tuvalu,TUV,1,3,,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUV1992,0,Tuvalu,TUV,1,3,,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUV1993,0,Tuvalu,TUV,1,3,,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUV1994,0,Tuvalu,TUV,1,3,,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUV1995,0,Tuvalu,TUV,1,3,,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUV1996,0,Tuvalu,TUV,1,3,,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUV1997,0,Tuvalu,TUV,1,3,,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUV1998,0,Tuvalu,TUV,1,3,,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUV1999,0,Tuvalu,TUV,1,3,,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUV2000,0,Tuvalu,TUV,1,3,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUV2001,0,Tuvalu,TUV,1,3,,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUV2002,0,Tuvalu,TUV,1,3,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUV2003,0,Tuvalu,TUV,1,3,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUV2004,0,Tuvalu,TUV,1,3,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUV2005,0,Tuvalu,TUV,1,3,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUV2006,0,Tuvalu,TUV,1,3,IMF Country Report,2006,,,,,,,70.67%,70.67%,53.67%,53.67%,,,17.00%,17.00%,0.00%,17.00%,17.00%,,,,,,,,,,,,,,,,,,,,,,,,36.67%,,,0.00%,17.00%,,53.67%,17.00%,36.67%,,,,,,,,,,,,,
TUV2007,0,Tuvalu,TUV,1,3,IMF Country Report,2007,,,,,,,69.69%,69.69%,51.56%,51.56%,,,19.38%,19.38%,0.00%,19.38%,19.38%,,,,,,,,,,,,,,,,,,,,,,,,32.19%,,,0.00%,18.13%,,51.56%,19.38%,32.19%,,,,,,,,,,,,,
TUV2008,0,Tuvalu,TUV,1,3,IMF Country Report,2008,,,,,,,74.44%,74.44%,55.28%,55.28%,,,16.67%,16.67%,0.00%,16.67%,16.67%,,,,,7.50%,,,5.83%,1.67%,,,,,9.17%,,,1.94%,1.11%,0.83%,7.22%,,,,38.33%,,,,19.17%,,55.28%,16.67%,38.61%,,,5.83%,,,1.94%,7.22%,,,,,,
TUV2009,0,Tuvalu,TUV,1,3,IMF Country Report,2009,,,,,,,89.14%,89.14%,58.86%,58.86%,,,16.00%,16.00%,0.00%,16.00%,16.00%,,,,,8.00%,,,5.71%,2.29%,,,,,8.00%,,,2.29%,0.57%,1.71%,6.00%,,,,42.86%,,,,30.29%,,58.86%,16.00%,42.86%,,,5.71%,,,2.29%,6.00%,,,,,,
TUV2010,0,Tuvalu,TUV,1,3,IMF Country Report,2010,,,,,,,71.14%,71.14%,54.86%,54.86%,,,16.29%,16.29%,0.00%,16.29%,16.29%,,,,,9.14%,,,5.71%,3.43%,,,,,7.14%,,,2.29%,,,4.86%,,,,38.86%,,,,16.29%,,54.86%,16.29%,38.57%,,,5.71%,,,2.29%,4.86%,,,,,,
TUV2011,0,Tuvalu,TUV,1,3,IMF Country Report,2011,,,,,,,69.21%,69.21%,47.89%,47.89%,,,16.84%,16.84%,0.00%,16.84%,16.84%,,,,,9.74%,,,5.53%,4.21%,,,,,7.11%,,,2.11%,,,5.00%,,,,31.05%,,,,21.32%,,47.89%,16.84%,31.05%,,,5.53%,,,2.11%,5.00%,,,,,,
TUV2012,0,Tuvalu,TUV,1,3,IMF Country Report,2012,,,,,,,83.33%,83.33%,55.90%,55.90%,,,14.87%,14.87%,0.00%,14.87%,14.87%,,,,,8.21%,,,5.64%,2.56%,,,,,6.67%,,,3.59%,,,3.08%,,,,41.03%,,,,27.44%,,55.90%,14.87%,41.03%,,,5.64%,,,3.59%,3.08%,,,,,,
TUV2013,0,Tuvalu,TUV,1,3,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TZA1980,0,Tanzania,TZA,7,1,IMF Country Report,1980,,,,,,,12.22%,12.22%,12.22%,12.22%,,,10.81%,10.81%,0.00%,10.81%,10.81%,,,,,,,,,,,,,,,,,,,,,,,,1.41%,,,,,,12.22%,10.81%,1.41%,,,,,,,,,,,,,
TZA1981,0,Tanzania,TZA,7,1,IMF Country Report,1981,,,,,,,11.60%,11.60%,11.60%,11.60%,,,10.80%,10.80%,0.00%,10.80%,10.80%,,,,,,,,,,,,,,,,,,,,,,,,0.80%,,,,,,11.60%,10.80%,0.80%,,,,,,,,,,,,,
TZA1982,0,Tanzania,TZA,7,1,IMF Country Report,1982,,,,,,,11.08%,11.08%,11.08%,11.08%,,,9.96%,9.96%,0.00%,9.96%,9.96%,,,,,,,,,,,,,,,,,,,,,,,,1.12%,,,,,,11.08%,9.96%,1.12%,,,,,,,,,,,,,
TZA1983,0,Tanzania,TZA,7,1,IMF Country Report,1983,,,,,,,11.21%,11.21%,11.21%,11.21%,,,10.67%,10.67%,0.00%,10.67%,10.67%,3.58%,3.58%,3.58%,3.58%,3.58%,0.00%,3.58%,,,,,,,7.10%,0.00%,7.10%,4.92%,,,1.51%,0.81%,,0.66%,0.54%,,,,,,11.21%,10.67%,0.54%,3.58%,3.58%,,,7.10%,4.92%,1.51%,,,,,,
TZA1984,0,Tanzania,TZA,7,1,IMF Country Report,1984,,,,,,,11.61%,11.61%,11.61%,11.61%,,,11.04%,11.04%,0.00%,11.04%,11.04%,3.29%,3.29%,3.29%,3.29%,3.29%,0.00%,3.29%,,,,,,,7.75%,0.00%,7.75%,5.17%,,,1.97%,1.20%,,0.61%,0.58%,,,,,,11.61%,11.04%,0.58%,3.29%,3.29%,,,7.75%,5.17%,1.97%,,,,,,
TZA1985,0,Tanzania,TZA,7,1,IMF Country Report,1985,,,,,,,11.51%,11.51%,11.51%,11.51%,,,10.87%,10.87%,0.00%,10.87%,10.87%,2.95%,2.95%,2.95%,2.95%,2.95%,0.00%,2.95%,,,,,,,7.92%,0.00%,7.92%,5.60%,,,1.77%,0.81%,,0.55%,0.64%,,,,,,11.51%,10.87%,0.64%,2.95%,2.95%,,,7.92%,5.60%,1.77%,,,,,,
TZA1986,0,Tanzania,TZA,7,1,IMF Country Report,1986,,,,,,,9.97%,9.97%,9.97%,9.97%,,,9.41%,9.41%,0.00%,9.41%,9.41%,3.10%,3.10%,3.10%,3.10%,2.95%,0.00%,2.95%,1.06%,1.83%,0.00%,1.83%,0.10%,0.05%,6.31%,0.00%,6.31%,4.66%,4.44%,,1.36%,1.35%,,0.29%,0.56%,,,,,,9.97%,9.41%,0.56%,3.10%,2.95%,1.06%,1.83%,6.31%,4.66%,1.36%,,,,,,
TZA1987,0,Tanzania,TZA,7,1,IMF Country Report,1987,,,,,,,11.01%,11.01%,11.01%,11.01%,,,10.33%,10.33%,0.00%,10.33%,10.33%,2.64%,2.64%,2.64%,2.64%,2.48%,0.00%,2.48%,0.82%,1.52%,0.00%,1.52%,0.11%,0.04%,7.70%,0.00%,7.70%,4.63%,4.45%,,2.69%,2.67%,,0.37%,0.68%,,,,,,11.01%,10.33%,0.68%,2.64%,2.48%,0.82%,1.52%,7.70%,4.63%,2.69%,,,,,,
TZA1988,0,Tanzania,TZA,7,1,IMF Country Report,1988,,,,,,,6.65%,6.65%,6.65%,6.65%,,,6.10%,6.10%,0.00%,6.10%,6.10%,1.64%,1.64%,1.64%,1.64%,1.56%,0.00%,1.56%,0.42%,1.07%,0.00%,1.07%,0.06%,0.02%,4.46%,0.00%,4.46%,2.59%,2.50%,,1.58%,1.56%,,0.29%,0.56%,,,,,,6.65%,6.10%,0.56%,1.64%,1.56%,0.42%,1.07%,4.46%,2.59%,1.58%,,,,,,
TZA1989,0,Tanzania,TZA,7,1,IMF Country Report,1989,,,,,,,8.22%,8.22%,8.22%,8.22%,,,7.31%,7.31%,0.00%,7.31%,7.31%,1.98%,1.98%,1.98%,1.98%,1.90%,0.00%,1.90%,0.40%,1.40%,0.00%,1.40%,0.07%,0.02%,5.24%,0.00%,5.24%,2.98%,2.88%,,1.89%,1.87%,,0.37%,1.00%,,,,,,8.22%,7.31%,0.91%,1.98%,1.90%,0.40%,1.40%,5.24%,2.98%,1.89%,,,,,,
TZA1990,0,Tanzania,TZA,7,1,IMF Country Report,1990,,,,,,,10.69%,10.69%,8.27%,8.27%,,,7.12%,7.12%,0.00%,7.12%,7.12%,1.85%,1.85%,1.85%,1.85%,1.76%,0.00%,1.76%,0.34%,1.35%,0.00%,1.35%,0.07%,0.02%,5.27%,0.00%,5.27%,2.88%,1.76%,1.00%,2.02%,2.01%,,0.37%,1.15%,,,,2.42%,,8.27%,7.12%,1.15%,1.85%,1.76%,0.34%,1.35%,5.27%,2.88%,2.02%,,,,,,
TZA1991,0,Tanzania,TZA,7,1,IMF Country Report,1991,,,,,,,10.43%,10.43%,8.90%,8.90%,,,7.90%,7.90%,0.00%,7.90%,7.90%,2.25%,2.25%,2.25%,2.25%,2.17%,0.00%,2.17%,0.31%,0.66%,0.00%,0.66%,0.07%,0.02%,5.65%,0.00%,5.65%,3.16%,1.91%,1.09%,2.12%,2.10%,,0.37%,1.00%,,,,1.53%,,8.90%,7.90%,1.00%,2.25%,2.17%,0.31%,0.66%,5.65%,3.16%,2.12%,,,,,,
TZA1992,0,Tanzania,TZA,7,1,IMF Country Report,1992,,,,,,,10.93%,10.93%,9.20%,9.20%,,,8.12%,8.12%,0.00%,8.12%,8.12%,2.23%,2.23%,2.23%,2.23%,2.13%,0.00%,2.13%,0.36%,0.50%,0.00%,0.50%,0.09%,0.02%,5.89%,0.00%,5.89%,3.20%,1.64%,1.42%,2.05%,2.05%,,0.65%,1.07%,,,,1.74%,,9.20%,8.12%,1.07%,2.23%,2.13%,0.36%,0.50%,5.89%,3.20%,2.05%,,,,,,
TZA1993,0,Tanzania,TZA,7,1,IMF Country Report,1993,,,,,,,9.35%,9.35%,6.90%,6.90%,,,6.16%,6.16%,0.00%,6.16%,6.16%,2.02%,2.02%,2.02%,2.02%,1.91%,0.00%,1.91%,0.45%,0.60%,0.00%,0.60%,0.09%,0.02%,4.14%,0.00%,4.14%,2.08%,1.19%,0.75%,1.33%,1.33%,0.00%,0.73%,0.74%,,,0.00%,2.45%,,6.90%,6.16%,0.74%,2.02%,1.91%,0.45%,0.60%,4.14%,2.08%,1.33%,,,,,,
TZA1994,0,Tanzania,TZA,7,1,IMF Country Report,1994,,,,,,,10.08%,10.08%,7.65%,7.65%,,,6.96%,6.96%,0.00%,6.96%,6.96%,1.95%,1.95%,1.95%,1.95%,1.85%,0.00%,1.85%,0.42%,1.21%,0.00%,1.21%,0.08%,0.03%,5.00%,0.00%,5.00%,2.35%,1.38%,0.84%,1.59%,1.59%,0.00%,1.07%,0.70%,,,0.00%,2.43%,,7.65%,6.96%,0.70%,1.95%,1.85%,0.42%,1.21%,5.00%,2.35%,1.59%,,,,,,
TZA1995,0,Tanzania,TZA,7,1,IMF Country Report,1995,,,,,,,9.25%,9.25%,7.96%,7.96%,,,7.21%,7.21%,0.00%,7.21%,7.21%,2.22%,2.22%,2.22%,2.22%,2.08%,0.00%,2.08%,0.65%,1.03%,0.00%,1.03%,0.12%,0.02%,4.98%,0.00%,4.98%,1.85%,1.23%,0.51%,2.19%,2.19%,0.00%,0.94%,0.75%,,,0.00%,1.29%,,7.96%,7.21%,0.75%,2.22%,2.08%,0.65%,1.03%,4.98%,1.85%,2.19%,,,,,,
TZA1996,0,Tanzania,TZA,7,1,IMF Country Report,1996,,,,,,,10.07%,10.07%,8.64%,8.64%,,,7.39%,7.39%,0.00%,7.39%,7.39%,2.31%,2.31%,2.31%,2.31%,2.16%,0.00%,2.16%,0.62%,0.99%,0.00%,0.99%,0.13%,0.02%,5.08%,0.00%,5.08%,2.15%,1.17%,0.85%,2.34%,2.34%,0.00%,0.60%,1.24%,,,0.00%,1.44%,,8.64%,7.39%,1.24%,2.31%,2.16%,0.62%,0.99%,5.08%,2.15%,2.34%,,,,,,
TZA1997,0,Tanzania,TZA,7,1,IMF Country Report,1997,,,,,,,11.17%,11.17%,8.82%,8.82%,,,7.93%,7.93%,0.00%,7.93%,7.93%,2.06%,2.06%,2.06%,2.06%,1.93%,0.00%,1.93%,0.73%,0.84%,0.00%,0.84%,0.14%,0.00%,5.87%,0.00%,5.87%,2.13%,1.03%,0.95%,2.51%,2.51%,0.00%,1.23%,0.89%,,,0.00%,2.35%,,8.82%,7.93%,0.89%,2.06%,1.93%,0.73%,0.84%,5.87%,2.13%,2.51%,,,,,,
TZA1998,0,Tanzania,TZA,7,1,IMF Country Report,1998,,,,,,,10.10%,10.10%,8.06%,8.06%,,,7.37%,7.37%,0.00%,7.37%,7.37%,2.09%,2.09%,2.09%,2.09%,1.95%,0.00%,1.95%,0.62%,0.85%,0.00%,0.85%,0.14%,,5.29%,0.00%,5.29%,3.12%,1.80%,1.32%,1.13%,1.06%,0.06%,1.04%,0.69%,,,0.00%,2.04%,,8.06%,7.37%,0.69%,2.09%,1.95%,0.62%,0.85%,5.29%,3.12%,1.13%,,,,,,
TZA1999,0,Tanzania,TZA,7,1,IMF Country Report,1999,,,,,,,10.49%,10.49%,7.78%,7.78%,,,6.96%,6.96%,0.00%,6.96%,6.96%,1.97%,1.97%,1.97%,1.97%,1.84%,0.00%,1.84%,0.62%,0.54%,0.00%,0.54%,0.13%,,4.98%,0.00%,4.98%,3.30%,2.35%,0.95%,0.99%,0.99%,,0.69%,0.82%,,,0.00%,2.71%,,7.78%,6.96%,0.82%,1.97%,1.84%,0.62%,0.54%,4.98%,3.30%,0.99%,,,,,,
TZA2000,0,Tanzania,TZA,7,1,IMF Country Report,2000,,,,,,,10.79%,10.79%,7.72%,7.72%,,,6.92%,6.92%,0.00%,6.92%,6.92%,2.20%,2.20%,2.20%,2.20%,2.05%,0.00%,2.05%,0.73%,0.45%,0.00%,0.45%,0.15%,,4.72%,0.00%,4.72%,3.12%,2.24%,0.88%,0.88%,0.88%,,0.72%,0.80%,,,0.00%,3.07%,,7.72%,6.92%,0.81%,2.20%,2.05%,0.73%,0.45%,4.72%,3.12%,0.88%,,,,,,
TZA2001,0,Tanzania,TZA,7,1,IMF Country Report,2001,,,,,,,10.89%,10.89%,8.32%,8.32%,,,7.41%,7.41%,0.00%,7.41%,7.41%,1.88%,1.88%,1.88%,1.88%,1.74%,0.00%,1.74%,0.83%,0.41%,0.00%,0.41%,0.14%,,5.53%,0.00%,5.53%,4.09%,2.70%,1.39%,0.86%,0.86%,,0.59%,0.91%,,,0.00%,2.56%,,8.32%,7.41%,0.91%,1.88%,1.74%,0.83%,0.41%,5.53%,4.09%,0.86%,,,,,,
TZA2002,0,Tanzania,TZA,7,1,IMF Country Report,2002,,,,,,,11.18%,11.18%,8.16%,8.16%,,,7.35%,7.35%,0.00%,7.35%,7.35%,1.92%,1.92%,1.92%,1.92%,1.79%,0.00%,1.79%,0.91%,0.45%,0.00%,0.45%,0.13%,,5.42%,0.00%,5.42%,4.15%,2.76%,1.39%,0.70%,0.70%,,0.58%,0.82%,,,0.00%,3.02%,,8.16%,7.35%,0.82%,1.92%,1.79%,0.91%,0.45%,5.42%,4.15%,0.70%,,,,,,
TZA2003,0,Tanzania,TZA,7,1,IMF Country Report,2003,,,,,,,12.50%,12.50%,8.27%,8.27%,,,7.51%,7.51%,0.00%,7.51%,7.51%,2.06%,2.06%,2.06%,2.06%,1.88%,0.00%,1.88%,0.90%,0.53%,0.00%,0.53%,0.18%,,5.45%,0.00%,5.45%,4.15%,2.88%,1.27%,0.72%,0.72%,,0.57%,0.76%,,,0.00%,4.23%,,8.27%,7.51%,0.76%,2.06%,1.88%,0.90%,0.53%,5.45%,4.15%,0.72%,,,,,,
TZA2004,0,Tanzania,TZA,7,1,IMF Country Report,2004,,,,,,,13.02%,13.02%,8.55%,8.55%,,,7.82%,7.82%,0.00%,7.82%,7.82%,2.27%,2.27%,2.27%,2.27%,2.13%,0.00%,2.13%,1.10%,0.59%,0.00%,0.59%,0.14%,,5.55%,0.00%,5.55%,4.20%,2.92%,1.28%,0.77%,0.77%,,0.59%,0.72%,,,0.00%,4.48%,,8.55%,7.82%,0.72%,2.27%,2.13%,1.10%,0.59%,5.55%,4.20%,0.77%,,,,,,
TZA2005,0,Tanzania,TZA,7,1,IMF Country Report,2005,,,,,,,13.27%,13.27%,8.83%,8.83%,,,8.09%,8.09%,0.00%,8.09%,8.09%,2.18%,2.18%,2.18%,2.18%,2.18%,0.00%,2.18%,,,,,,,5.91%,0.00%,5.91%,4.40%,3.17%,1.24%,0.86%,0.86%,,0.65%,0.73%,,,0.00%,4.44%,,8.83%,8.09%,0.73%,2.18%,2.18%,,,5.91%,4.40%,0.86%,,,,,,
TZA2006,0,Tanzania,TZA,7,1,IMF Country Report,2006,,,,,,,13.02%,13.02%,9.12%,9.12%,,,8.35%,8.35%,0.00%,8.35%,8.35%,2.38%,2.38%,2.38%,2.38%,2.38%,0.00%,2.38%,,,,,,,5.98%,0.00%,5.98%,4.57%,3.44%,1.12%,0.82%,0.82%,,0.59%,0.76%,,,0.00%,3.91%,,9.12%,8.35%,0.77%,2.38%,2.38%,,,5.98%,4.57%,0.82%,,,,,,
TZA2007,0,Tanzania,TZA,7,1,IMF Country Report,2007,,,,,,,13.79%,13.79%,10.23%,10.23%,,,9.45%,9.45%,0.00%,9.45%,9.45%,2.67%,2.67%,2.67%,2.67%,2.67%,0.00%,2.67%,,,,,,,6.79%,0.00%,6.79%,5.05%,3.11%,1.94%,0.92%,0.92%,,0.82%,0.78%,,,0.00%,3.56%,,10.23%,9.45%,0.78%,2.67%,2.67%,,,6.79%,5.05%,0.92%,,,,,,
TZA2008,0,Tanzania,TZA,7,1,IMF Country Report,2008,,,,,,,15.98%,15.98%,11.14%,11.14%,,,10.29%,10.29%,0.00%,10.29%,10.29%,3.01%,3.01%,3.01%,3.01%,3.01%,0.00%,3.01%,,,,,,,7.28%,0.00%,7.28%,5.22%,3.19%,2.03%,0.89%,0.89%,,1.17%,0.84%,,,0.00%,4.84%,,11.14%,10.29%,0.85%,3.01%,3.01%,,,7.28%,5.22%,0.89%,,,,,,
TZA2009,0,Tanzania,TZA,7,1,IMF Country Report,2009,,,,,,,14.92%,14.92%,11.37%,11.37%,,,10.71%,10.71%,0.00%,10.71%,10.71%,3.26%,3.26%,3.26%,3.26%,3.26%,0.00%,3.26%,,,,,,,7.46%,0.00%,7.46%,5.28%,3.26%,2.02%,0.95%,0.95%,,1.23%,0.66%,,,0.00%,3.55%,,11.37%,10.71%,0.66%,3.26%,3.26%,,,7.46%,5.28%,0.95%,,,,,,
TZA2010,0,Tanzania,TZA,7,1,IMF Country Report,2010,,,,,,,14.24%,14.24%,11.02%,11.02%,,,10.16%,10.16%,0.00%,10.16%,10.16%,3.06%,3.06%,3.06%,3.06%,3.06%,0.00%,3.06%,,,,,,,7.10%,0.00%,7.10%,5.11%,3.19%,1.92%,0.84%,0.84%,,1.15%,0.85%,,,0.00%,3.22%,,11.02%,10.16%,0.85%,3.06%,3.06%,,,7.10%,5.11%,0.84%,,,,,,
